AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification
9100LEASOWE,LEASOWE,LSW,Leasowe Rail Station,,U,327000,390700,,,,
9100KCLD,KCLD,KDY,Kirkcaldy Rail Station,,U,327524,691647,,,,
9100UPTON,UPTON,UPT,Upton Rail Station,,U,327990,388286,,,,
9100BDSTON,BDSTON,BID,Bidston Rail Station,,U,328400,390800,,,,
9100ULVRSTN,ULVRSTN,ULV,Ulverston Rail Station,,U,328460,477870,,,,
9100CHIRK,CHIRK,CRK,Chirk Rail Station,,U,328470,337830,,,,
9100HESWALL,HESWALL,HSW,Heswall Rail Station,,U,328590,381960,,,,
9100WALAGRD,WALAGRD,WLG,Wallasey Grove Road Rail Station,,U,329020,392890,,,,
9100WALASYV,WALASYV,WLV,Wallasey Village Rail Station,,U,329050,392320,,,,
9100KNIGHTN,KNIGHTN,KNI,Knighton Rail Station,,U,329100,272400,,,,
9100FRSHFLD,FRSHFLD,FRE,Freshfield Rail Station,,U,329110,408250,,,,
9100GLNRTHS,GLNRTHS,GLT,Glenrothes with Thornton Rail Station,,U,329110,697220,,,,
9100FORMBY,FORMBY,FBY,Formby Rail Station,,U,329150,406850,,,,
9100NESTON,NESTON,NES,Neston Rail Station,,U,329235,377737,,,,
9100AXMNSTR,AXMNSTR,AXM,Axminster Rail Station,,U,329260,98225,,,,
9100BCKY,BCKY,BCK,Buckley Rail Station,,U,329500,363400,,,,
9100PNYF,PNYF,PNF,Penyffordd Rail Station,,U,329540,361180,,,,
9100BRKNHDN,BRKNHDN,BKN,Birkenhead North Rail Station,,U,329790,390256,,,,
9100CWMBRAN,CWMBRAN,CWM,Cwmbran Rail Station,,U,329800,195800,,,,
9100MKIN,MKIN,MNC,Markinch Rail Station,,U,329940,701510,,,,
9100PONTYPL,PONTYPL,PPL,Pontypool & New Inn Rail Station,,U,330000,200400,,,,
9100HITN,HITN,HTO,Hightown Rail Station,,U,330020,403680,,,,
9100RUABON,RUABON,RUA,Ruabon Rail Station,,U,330070,343820,,,,
9100GOBOWEN,GOBOWEN,GOB,Gobowen Rail Station,,U,330320,333400,,,,
9100HALLRD,HALLRD,HLR,Hall Road Rail Station,,U,330468,400600,,,,
9100NBTN,NBTN,NBN,New Brighton Rail Station,,U,330480,393914,,,,
9100ABRGVNY,ABRGVNY,AGV,Abergavenny Rail Station,,U,330500,213600,,,,
9100LADYBNK,LADYBNK,LDY,Ladybank Rail Station,,U,330600,709600,,,,
9100BLCKPB,BLCKPB,BPB,Blackpool Pleasure Beach Rail Station,,U,330665,432919,,,,
9100HOPC,HOPC,HPE,Hope (Flintshire) Rail Station,,U,330700,358300,,,,
9100SHOTTON,SHOTTON,SHT,Shotton Rail Station,,U,330750,368890,,,,
9100NWPTRTG,NWPTRTG,NWP,Newport (S Wales) Rail Station,,U,330780,188245,,,,
9100BRDGWTR,BRDGWTR,BWT,Bridgwater Rail Station,,U,330790,136975,,,,
9100SHOTTHL,SHOTTHL,SHT,Shotton High Level Rail Station,,U,330800,369000,,,,
9100SQUIRES,SQUIRES,SQU,Squires Gate Rail Station,,U,330883,431734,,,,
9100CAERGWL,CAERGWL,CGW,Caergwrle Rail Station,,U,330950,357240,,,,
9100BRKNHDP,BRKNHDP,BKP,Birkenhead Park Rail Station,,U,331004,389456,,,,
9100BLCKS,BLCKS,BPS,Blackpool South Rail Station,,U,331008,434110,,,,
9100BLCKPLN,BLCKPLN,BPN,Blackpool North Rail Station,,U,331024,436693,,,,
9100CEFNYBD,CEFNYBD,CYB,Cefn-y-Bedd Rail Station,,U,331060,356230,,,,
9100BLNDLAC,BLNDLAC,BLN,Blundellsands & Crosby Rail Station,,U,331100,399500,,,,
9100AINSDAL,AINSDAL,ANS,Ainsdale Rail Station,,U,331101,412224,,,,
9100HAWARDN,HAWARDN,HWD,Hawarden Rail Station,,U,331130,365860,,,,
9100HAWDNBG,HAWDNBG,HWB,Hawarden Bridge Rail Station,,U,331140,369500,,,,
9100BRUSTAN,BRUSTAN,BSU,Brunstane Rail Station,,U,331330,672710,,,,
9100GWRSYLT,GWRSYLT,GWE,Gwersyllt Rail Station,,U,331900,353300,,,,
9100NCRAGHA,NCRAGHA,NEW,Newcraighall Rail Station,,U,331947,671655,,,,
9100GRETGRN,GRETGRN,GEA,Gretna Green Rail Station,,U,331960,567905,,,,
9100WLOO,WLOO,WLO,Waterloo (Merseyside) Rail Station,,U,332030,398070,,,,
9100BRKNCPK,BRKNCPK,CNP,Conway Park Rail Station,,U,332090,388990,,,,
9100HGHBRDG,HGHBRDG,HIG,Highbridge & Burnham-on-Sea Rail Station,,U,332200,147000,,,,
9100BRKNHDC,BRKNHDC,BKC,Birkenhead Central Rail Station,,U,332205,388427,,,,
9100STAS,STAS,SAS,St Annes-on-the-Sea Rail Station,,U,332241,429010,,,,
9100LAYTON,LAYTON,LAY,Layton (Lancs) Rail Station,,U,332315,438160,,,,
9100HILLSID,HILLSID,HIL,Hillside Rail Station,,U,332320,414440,,,,
9100ESKBANK,ESKBANK,EKB,Eskbank Rail Station,,U,332343,665936,,,,
9100WSMARE,WSMARE,WSM,Weston-super-Mare Rail Station,,U,332420,161030,,,,
9100GNLN,GNLN,GNL,Green Lane Rail Station,,U,332490,387860,,,,
9100SHWFAIR,SHWFAIR,SFI,Shawfair Rail Station,,U,332682,670176,,,,
9100HAMTSQ,HAMTSQ,BKQ,Birkenhead Hamilton Square Rail Station,,U,332690,389130,,,,
9100ROCKFRY,ROCKFRY,RFY,Rock Ferry Rail Station,,U,332845,386675,,,,
9100WREXHMG,WREXHMG,WRX,Wrexham General Rail Station,,U,332900,350800,,,,
9100BKDLE,BKDLE,BDL,Birkdale Rail Station,,U,333018,415759,,,,
9100MSELBGH,MSELBGH,MUB,Musselburgh Rail Station,,U,333050,671690,,,,
9100WREXHMC,WREXHMC,WXC,Wrexham Central Rail Station,,U,333121,350347,,,,
9100NWTGRNG,NWTGRNG,NEG,Newtongrange Rail Station,,U,333175,664275,,,,
9100BEBNGTN,BEBNGTN,BEB,Bebington Rail Station,,U,333300,385000,,,,
9100SFRTHAL,SFRTHAL,SFL,Seaforth & Litherland Rail Station,,U,333338,397085,,,,
9100PSLT,PSLT,PSL,Port Sunlight Rail Station,,U,333660,384060,,,,
9100SOUTHPT,SOUTHPT,SOP,Southport Rail Station,,U,333832,417135,,,,
9100SPITAL,SPITAL,SPI,Spital Rail Station,,U,333920,383020,,,,
9100BOOTLOR,BOOTLOR,BOT,Bootle Oriel Road Rail Station,,U,333964,394890,,,,
9100BOOTLNS,BOOTLNS,BNW,Bootle New Strand Rail Station,,U,334040,395642,,,,
9100JAMESST,JAMESST,LVJ,Liverpool James Street Rail Station,,U,334150,390230,,,,
9100BRMBRK,BRMBRK,BMR,Bromborough Rake Rail Station,,U,334200,381900,,,,
9100SANDH,SANDH,SDL,Sandhills Rail Station,,U,334220,393030,,,,
9100MORFLDS,MORFLDS,MRF,Moorfields Rail Station,,U,334340,390650,,,,
9100MORFNL,MORFNL,MRF,Moorfields Rail Station,,U,334341,390650,,,,
9100BRMB,BRMB,BOM,Bromborough Rail Station,,U,334359,381001,,,,
9100WMILTON,WMILTON,WNM,Weston Milton Rail Station,,U,334465,161465,,,,
9100BNKHALL,BNKHALL,BAH,Bank Hall Rail Station,,U,334496,393867,,,,
9100GOREBRG,GOREBRG,GBG,Gorebridge Rail Station,,U,334560,661279,,,,
9100ANSDELL,ANSDELL,AFV,Ansdell & Fairhaven Rail Station,,U,334601,427689,,,,
9100ESTHRAK,ESTHRAK,ERA,Eastham Rake Rail Station,,U,334721,379404,,,,
9100KRKDALE,KRKDALE,KKD,Kirkdale Rail Station,,U,334926,394240,,,,
9100PLTNLFY,PLTNLFY,PFY,Poulton-le-Fylde Rail Station,,U,334926,439587,,,,
9100INVGWRE,INVGWRE,ING,Invergowrie Rail Station,,U,334930,729870,,,,
9100SPFD,SPFD,SPF,Springfield Rail Station,,U,334960,711890,,,,
9100HOOTON,HOOTON,HOO,Hooton Rail Station,,U,334980,378250,,,,
9100LVRPLCH,LVRPLCH,LVC,Liverpool Central Rail Station,,U,335000,390200,,,,
9100LVRPLCL,LVRPLCL,LVC,Liverpool Central Loop Line,,U,335001,390200,,,,
9100LVRPLSH,LVRPLSH,LIV,Liverpool Lime Street Rail Station,,U,335100,390500,,,,
9100LVRPLSL,LVRPLSL,LVL,Liverpool Lime Street Low Level Rail Station,,U,335100,390600,,,,
9100BNWK,BNWK,BRW,Brunswick Rail Station,,U,335173,387821,,,,
9100BKNELL,BKNELL,BUK,Bucknell Rail Station,,U,335577,273680,,,,
9100MEOLSCP,MEOLSCP,MEC,Meols Cop Rail Station,,U,335592,417083,,,,
9100WALTONM,WALTONM,WAO,Walton (Merseyside) Rail Station,,U,335970,395930,,,,
9100WICK,WICK,WCK,Wick Rail Station,,U,336065,950885,,,,
9100ORELPKH,ORELPKH,OPK,Orrell Park Rail Station,,U,336140,396560,,,,
9100RICELA,RICELA,RIL,Rice Lane Rail Station,,U,336200,396100,,,,
9100LYTHAM,LYTHAM,LTM,Lytham Rail Station,,U,336510,427420,,,,
9100CARK,CARK,CAK,Cark Rail Station,,U,336520,476235,,,,
9100DALSTON,DALSTON,DLS,Dalston (Cumbria) Rail Station,,U,336600,550600,,,,
9100AINTREE,AINTREE,AIN,Aintree Rail Station,,U,336625,397890,,,,
9100WALLYFD,WALLYFD,WAF,Wallyford Rail Station,,U,336700,672380,,,,
9100STMCHLS,STMCHLS,STM,St Michaels Rail Station,,U,336710,386950,,,,
9100WORLE,WORLE,WOR,Worle Rail Station,,U,336760,162500,,,,
9100OLDROAN,OLDROAN,ORN,Old Roan Rail Station,,U,336990,399330,,,,
9100EDGH,EDGH,EDG,Edge Hill Rail Station,,U,337170,389950,,,,
9100LTLSUTN,LTLSUTN,LTT,Little Sutton Rail Station,,U,337210,376920,,,,
9100CPNHRST,CPNHRST,CPU,Capenhurst Rail Station,,U,337240,374100,,,,
9100CUPAR,CUPAR,CUP,Cupar Rail Station,,U,337700,714300,,,,
9100FAZKRLY,FAZKRLY,FAZ,Fazakerley Rail Station,,U,337916,397336,,,,
9100MSSD,MSSD,MOS,Moss Side Rail Station,,U,337940,430260,,,,
9100HOPTONH,HOPTONH,HPT,Hopton Heath Rail Station,,U,338030,277435,,,,
9100MAGHULL,MAGHULL,MAG,Maghull Rail Station,,U,338360,401490,,,,
9100AIGBURT,AIGBURT,AIG,Aigburth Rail Station,,U,338400,385700,,,,
9100OPOL,OPOL,OVE,Overpool Rail Station,,U,338490,376740,,,,
9100WVRTTEC,WVRTTEC,WAV,Wavertree Technology Park Rail Station,,U,338741,390216,,,,
9100MSLH,MSLH,MSH,Mossley Hill Rail Station,,U,339200,387300,,,,
9100PPAN,PPAN,PST,Prestonpans Rail Station,,U,339230,673770,,,,
9100CRSNGTN,CRSNGTN,CSG,Cressington Rail Station,,U,339400,385040,,,,
9100BESCRLA,BESCRLA,BES,Bescar Lane Rail Station,,U,339605,414535,,,,
9100KTBK,KTBK,KBK,Kents Bank Rail Station,,U,339700,475630,,,,
9100WALERTN,WALERTN,WSA,West Allerton Rail Station,,U,339750,386190,,,,
9100BROOME,BROOME,BME,Broome Rail Station,,U,339900,280900,,,,
9100TOWNGRN,TOWNGRN,TWN,Town Green Rail Station,,U,340160,405510,,,,
9100KKBY,KKBY,KIR,Kirkby Rail Station,,U,340190,399210,,,,
9100CARLILE,CARLILE,CAR,Carlisle Rail Station,,U,340240,555500,,,,
9100DUNDETB,DUNDETB,DEE,Dundee Rail Station,,U,340242,729793,,,,
9100HEYMST,HEYMST,HHB,Heysham Port Rail Station,,U,340290,460070,,,,
9100ELSMPRT,ELSMPRT,ELP,Ellesmere Port Rail Station,,U,340330,376510,,,,
9100BACHE,BACHE,BAC,Bache Rail Station,,U,340545,368340,,,,
9100BROADGR,BROADGR,BGE,Broad Green Rail Station,,U,340699,390337,,,,
9100AGHTNPH,AGHTNPH,AUG,Aughton Park Rail Station,,U,340790,406775,,,,
9100LVRPSPY,LVRPSPY,LPY,Liverpool South Parkway Rail Station,,U,340920,384909,,,,
9100ALERTN,ALERTN,LPY,Liverpool South Parkway Rail Station,,U,340921,384909,,,,
9100GOVS,GOVS,GOS,Grange-over-Sands Rail Station,,U,341200,478150,,,,
9100CHST,CHST,CTR,Chester Rail Station,,U,341335,366985,,,,
9100WMER,WMER,WDM,Windermere Rail Station,,U,341420,498610,,,,
9100ORMSKRK,ORMSKRK,OMS,Ormskirk Rail Station,,U,341740,408435,,,,
9100KIRKHAM,KIRKHAM,KKM,Kirkham & Wesham Rail Station,,U,341925,432650,,,,
9100YATTON,YATTON,YAT,Yatton Rail Station,,U,342500,166100,,,,
9100NEWLANE,NEWLANE,NLN,New Lane Rail Station,,U,342690,413140,,,,
9100KEITH,KEITH,KEH,Keith Rail Station,,U,343000,851600,,,,
9100HUNTSX,HUNTSX,HNX,Hunts Cross Rail Station,,U,343139,385212,,,,
9100CRAVENA,CRAVENA,CRV,Craven Arms Rail Station,,U,343175,283060,,,,
9100ROBY,ROBY,ROB,Roby Rail Station,,U,343200,390700,,,,
9100MORCAME,MORCAME,MCM,Morecambe Rail Station,,U,343210,464170,,,,
9100STNLWAT,STNLWAT,SNT,Stanlow & Thornton Rail Station,,U,343950,376040,,,,
9100HUYTON,HUYTON,HUY,Huyton Rail Station,,U,344060,390650,,,,
9100BRSCGHB,BRSCGHB,BCB,Burscough Bridge Rail Station,,U,344457,412406,,,,
9100BRSCGHJ,BRSCGHJ,BCJ,Burscough Junction Rail Station,,U,344465,411545,,,,
9100LNGNDRY,LNGNDRY,LND,Longniddry Rail Station,,U,344660,676300,,,,
9100HALW,HALW,HED,Halewood Rail Station,,U,344856,385611,,,,
9100LEUCHRS,LEUCHRS,LEU,Leuchars Rail Station,,U,344900,720670,,,,
9100CRKRN,CRKRN,CKN,Crewkerne Rail Station,,U,345320,108515,,,,
9100BARELA,BARELA,BAR,Bare Lane Rail Station,,U,345439,464613,,,,
9100CSTR,CSTR,CTT,Church Stretton Rail Station,,U,345585,293588,,,,
9100INEL,INEL,INE,Ince & Elton Rail Station,,U,345650,375825,,,,
9100STOW,STOW,SOI,Stow Rail Station,,U,345662,644668,,,,
9100ARNSIDE,ARNSIDE,ARN,Arnside Rail Station,,U,346070,478870,,,,
9100SEVTNLJ,SEVTNLJ,STJ,Severn Tunnel Junction Rail Station,,U,346200,187600,,,,
9100SALWICK,SALWICK,SLW,Salwick Rail Station,,U,346260,432000,,,,
9100BRFRY,BRFRY,BYF,Broughty Ferry Rail Station,,U,346300,730900,,,,
9100RUFDORD,RUFDORD,RUF,Rufford Rail Station,,U,346680,415630,,,,
9100WETHERL,WETHERL,WRL,Wetheral Rail Station,,U,346740,554660,,,,
9100HOSCAR,HOSCAR,HSC,Hoscar Rail Station,,U,346860,411545,,,,
9100STAVELY,STAVELY,SVL,Staveley Rail Station,,U,346905,498090,,,,
9100PRESCOT,PRESCOT,PSC,Prescot Rail Station,,U,346990,392160,,,,
9100WHISTON,WHISTON,WHN,Whiston Rail Station,,U,347160,391080,,,,
9100LANCSTR,LANCSTR,LAN,Lancaster Rail Station,,U,347230,461720,,,,
9100CDCOT,CDCOT,CDT,Caldicot Rail Station,,U,347400,187600,,,,
9100SDAL,SDAL,SVR,Silverdale Rail Station,,U,347620,475200,,,,
9100RNFD,RNFD,RNF,Rainford Rail Station,,U,347750,402560,,,,
9100NAILSEA,NAILSEA,NLS,Nailsea & Backwell Rail Station,,U,347900,169200,,,,
9100ECPK,ECPK,ECL,Eccleston Park Rail Station,,U,348270,392950,,,,
9100BALMOSS,BALMOSS,BSI,Balmossie Rail Station,,U,348417,731698,,,,
9100HOUGHGR,HOUGHGR,HGN,Hough Green Rail Station,,U,348530,386450,,,,
9100HELSBY,HELSBY,HSB,Helsby Rail Station,,U,348670,375635,,,,
9100CROT,CROT,CSO,Croston Rail Station,,U,348710,419290,,,,
9100PARBOLD,PARBOLD,PBL,Parbold Rail Station,,U,349080,410740,,,,
9100RHIL,RHIL,RNH,Rainhill Rail Station,,U,349160,391420,,,,
9100GALASLS,GALASLS,GAL,Galashiels Rail Station,,U,349278,636380,,,,
9100SHRWBY,SHRWBY,SHR,Shrewsbury Rail Station,,U,349445,312960,,,,
9100THHT,THHT,THH,Thatto Heath Rail Station,,U,349650,393580,,,,
9100CRNF,CRNF,CNF,Carnforth Rail Station,,U,349700,470700,,,,
9100MONIFTH,MONIFTH,MON,Monifieth Rail Station,,U,349700,732300,,,,
9100LEOMNST,LEOMNST,LEO,Leominster Rail Station,,U,350210,258860,,,,
9100BNSD,BNSD,BUD,Burneside (Cumbria) Rail Station,,U,350270,495765,,,,
9100YORTON,YORTON,YRT,Yorton Rail Station,,U,350454,323744,,,,
9100ARMTHWT,ARMTHWT,AWT,Armathwaite Rail Station,,U,350475,546340,,,,
9100RUNCORN,RUNCORN,RUN,Runcorn Rail Station,,U,350874,382676,,,,
9100UPHOLND,UPHOLND,UPL,Upholland Rail Station,,U,350950,403780,,,,
9100DREMJ,DREMJ,DRM,Drem Rail Station,,U,351080,679410,,,,
9100PNTH,PNTH,PNR,Penrith North Lakes Rail Station,,U,351145,529900,,,,
9100MLDSWTH,MLDSWTH,MLD,Mouldsworth Rail Station,,U,351220,370780,,,,
9100WIDNES,WIDNES,WID,Widnes Rail Station,,U,351300,387100,,,,
9100LUDLOW,LUDLOW,LUD,Ludlow Rail Station,,U,351335,275045,,,,
9100HEREFRD,HEREFRD,HFD,Hereford Rail Station,,U,351543,240546,,,,
9100AVONMTH,AVONMTH,AVN,Avonmouth Rail Station,,U,351544,178168,,,,
9100STHLNSC,STHLNSC,SNH,St Helens Central Rail Station,,U,351600,395400,,,,
9100WEMM,WEMM,WEM,Wem Rail Station,,U,351750,329010,,,,
9100SADWRD,SADWRD,SAR,St Andrews Road Rail Station,,U,351776,179546,,,,
9100FRDSHM,FRDSHM,FRD,Frodsham Rail Station,,U,351870,377895,,,,
9100LEGR,LEGR,LEG,Lea Green Rail Station,,U,351924,392469,,,,
9100KENDAL,KENDAL,KEN,Kendal Rail Station,,U,352000,493200,,,,
9100TWDBANK,TWDBANK,TWB,Tweedbank Rail Station,,U,352246,634943,,,,
9100APLYBDG,APLYBDG,APB,Appley Bridge Rail Station,,U,352475,409360,,,,
9100SHAMPTN,SHAMPTN,SHH,Shirehampton Rail Station,,U,352929,176374,,,,
9100ORRELL,ORRELL,ORR,Orrell Rail Station,,U,353111,403973,,,,
9100OXENHLM,OXENHLM,OXN,Oxenholme Lake District Rail Station,,U,353125,490165,,,,
9100PRST,PRST,PRE,Preston Rail Station,,U,353409,429177,,,,
9100HNTL,HNTL,HNT,Huntly Rail Station,,U,353537,839618,,,,
9100STHLNSJ,STHLNSJ,SHJ,St Helens Junction Rail Station,,U,353574,393222,,,,
9100CHEPSTW,CHEPSTW,CPW,Chepstow Rail Station,,U,353600,193700,,,,
9100PREES,PREES,PRS,Prees Rail Station,,U,353705,333763,,,,
9100SVRNBCH,SVRNBCH,SVB,Severn Beach Rail Station,,U,354033,184781,,,,
9100GATHRST,GATHRST,GST,Gathurst Rail Station,,U,354100,407200,,,,
9100BRRYLNK,BRRYLNK,BYL,Barry Links Rail Station,,U,354200,733700,,,,
9100NBERWCK,NBERWCK,NBW,North Berwick Rail Station,,U,354590,685150,,,,
9100LEYLAND,LEYLAND,LEY,Leyland Rail Station,,U,354730,422710,,,,
9100LSTH,LSTH,LOH,Lostock Hall Rail Station,,U,354735,425535,,,,
9100LAZKRKO,LAZKRKO,LZB,Lazonby & Kirkoswald Rail Station,,U,354835,539725,,,,
9100SEMILLS,SEMILLS,SML,Sea Mills Rail Station,,U,354961,175871,,,,
9100WCHR,WCHR,WTC,Whitchurch (Shrops) Rail Station,,U,354985,341400,,,,
9100BRMPTNC,BRMPTNC,BMP,Brampton (Cumbria) Rail Station,,U,355055,559972,,,,
9100GARW,GARW,GSW,Garswood Rail Station,,U,355500,399300,,,,
9100DELAMER,DELAMER,DLM,Delamere Rail Station,,U,355600,370400,,,,
9100PBRT,PBRT,PEM,Pemberton Rail Station,,U,355662,403959,,,,
9100EUXT,EUXT,EBA,Euxton Balshaw Lane Rail Station,,U,355688,418431,,,,
9100RUNCRNE,RUNCRNE,RUE,Runcorn East Rail Station,,U,355760,381390,,,,
9100GOLFSTR,GOLFSTR,GOF,Golf Street Rail Station,,U,355800,734200,,,,
9100CHORBUK,CHORBUK,BSV,Buckshaw Parkway Rail Station,,U,356441,419855,,,,
9100BMBRBDG,BMBRBDG,BMB,Bamber Bridge Rail Station,,U,356500,425810,,,,
9100CNST,CNST,CAN,Carnoustie Rail Station,,U,356600,734500,,,,
9100PILNING,PILNING,PIL,Pilning Rail Station,,U,356620,184380,,,,
9100SANKEY,SANKEY,SNK,Sankey for Penketh Rail Station,,U,356840,388600,,,,
9100YOVILPM,YOVILPM,YVP,Yeovil Pen Mill Rail Station,,U,357000,116300,,,,
9100YOVILJN,YOVILJN,YVJ,Yeovil Junction Rail Station,,U,357050,114100,,,,
9100BRYN,BRYN,BYN,Bryn Rail Station,,U,357165,400547,,,,
9100LWBY,LWBY,LGW,Langwathby Rail Station,,U,357320,533460,,,,
9100CLFDOWN,CLFDOWN,CFN,Clifton Down Rail Station,,U,357600,174130,,,,
9100ERLSTWN,ERLSTWN,ERL,Earlestown Rail Station,,U,357750,395120,,,,
9100PARSNST,PARSNST,PSN,Parson Street Rail Station,,U,357849,170655,,,,
9100WIGANNW,WIGANNW,WGN,Wigan North Western Rail Station,,U,358133,405411,,,,
9100WIGANWL,WIGANWL,WGW,Wigan Wallgate Rail Station,,U,358140,405540,,,,
9100REDLAND,REDLAND,RDA,Redland Rail Station,,U,358480,174550,,,,
9100CHORLEY,CHORLEY,CRL,Chorley Rail Station,,U,358666,417520,,,,
9100BDMNSTR,BDMNSTR,BMT,Bedminster Rail Station,,U,358800,171400,,,,
9100MONPELR,MONPELR,MTP,Montpelier Rail Station,,U,359205,174540,,,,
9100NWTNLW,NWTNLW,NLW,Newton-le-Willows Rail Station,,U,359350,395320,,,,
9100THFORD,THFORD,THO,Thornford Rail Station,,U,359390,112505,,,,
9100INCE,INCE,INC,Ince (Manchester) Rail Station,,U,359570,404870,,,,
9100BRSTLTM,BRSTLTM,BRI,Bristol Temple Meads Rail Station,,U,359700,172400,,,,
9100YTMNSTR,YTMNSTR,YET,Yetminster Rail Station,,U,359745,110855,,,,
9100CHETNOL,CHETNOL,CNO,Chetnole Rail Station,,U,359778,107585,,,,
9100ACBG,ACBG,ACB,Acton Bridge Rail Station,,U,359870,374560,,,,
9100MDNNWTN,MDNNWTN,MDN,Maiden Newton Rail Station,,U,359950,97980,,,,
9100WRGTNBQ,WRGTNBQ,WBQ,Warrington Bank Quay Rail Station,,U,360033,387854,,,,
9100CUDNGTN,CUDNGTN,CUD,Cuddington Rail Station,,U,360100,371600,,,,
9100WRENBRY,WRENBRY,WRE,Wrenbury Rail Station,,U,360120,347065,,,,
9100ADNL,ADNL,ADL,Adlington (Lancs) Rail Station,,U,360200,413135,,,,
9100WRGT,WRGT,WAC,Warrington Central Rail Station,,U,360650,388495,,,,
9100STPLTNR,STPLTNR,SRD,Stapleton Road Rail Station,,U,360765,174434,,,,
9100LAWRNCH,LAWRNCH,LWH,Lawrence Hill Rail Station,,U,360881,173377,,,,
9100FILTNEW,FILTNEW,FIT,Filton Abbey Wood Rail Station,,U,361060,178595,,,,
9100PATCHWY,PATCHWY,PWY,Patchway Rail Station,,U,361060,180930,,,,
9100WENNGTN,WENNGTN,WNN,Wennington Rail Station,,U,361700,469920,,,,
9100HINDLEY,HINDLEY,HIN,Hindley Rail Station,,U,361960,405220,,,,
9100BLRD,BLRD,BLK,Blackrod Rail Station,,U,362400,410700,,,,
9100BRSTPWY,BRSTPWY,BPW,Bristol Parkway Rail Station,,U,362474,179570,,,,
9100INSCH,INSCH,INS,Insch Rail Station,,U,362950,827610,,,,
9100PADGATE,PADGATE,PDG,Padgate Rail Station,,U,363080,390030,,,,
9100HARTFD,HARTFD,HTF,Hartford Rail Station,,U,363150,371780,,,,
9100LYDNEY,LYDNEY,LYD,Lydney Rail Station,,U,363420,201845,,,,
9100CCARY,CCARY,CLC,Castle Cary Rail Station,,U,363490,133520,,,,
9100ARBROTH,ARBROTH,ARB,Arbroath Rail Station,,U,363900,741000,,,,
9100SHERBRN,SHERBRN,SHE,Sherborne Rail Station,,U,364050,116190,,,,
9100PLSNGTN,PLSNGTN,PLS,Pleasington Rail Station,,U,364200,426200,,,,
9100HORWICH,HORWICH,HWI,Horwich Parkway Rail Station,,U,364365,409192,,,,
9100GBNK,GBNK,GBK,Greenbank Rail Station,,U,364450,372850,,,,
9100WELNGTN,WELNGTN,WLN,Wellington (Shropshire) Rail Station,,U,365150,311640,,,,
9100BIRCHWD,BIRCHWD,BWD,Birchwood Rail Station,,U,365180,390785,,,,
9100NANTWCH,NANTWCH,NAN,Nantwich Rail Station,,U,365320,351940,,,,
9100WSTHOTN,WSTHOTN,WHG,Westhoughton Rail Station,,U,365402,406688,,,,
9100KEYNSHM,KEYNSHM,KYN,Keynsham Rail Station,,U,365631,168890,,,,
9100CHTR,CHTR,CYT,Cherry Tree Rail Station,,U,365900,426400,,,,
9100DAISYH,DAISYH,DSY,Daisy Hill Rail Station,,U,365910,404880,,,,
9100BNTHAM,BNTHAM,BEN,Bentham Rail Station,,U,366715,468970,,,,
9100NTHWICH,NTHWICH,NWI,Northwich Rail Station,,U,366950,373943,,,,
9100MLHL,MLHL,MLH,Mill Hill (Lancs) Rail Station,,U,367000,426680,,,,
9100WNSFD,WNSFD,WSF,Winsford Rail Station,,U,367050,366050,,,,
9100UPWEY,UPWEY,UPW,Upwey Rail Station,,U,367140,83280,,,,
9100HAGFOLD,HAGFOLD,HGF,Hag Fold Rail Station,,U,367300,404247,,,,
9100LOSTCKP,LOSTCKP,LOT,Lostock Rail Station,,U,367367,408594,,,,
9100WEYMTH,WEYMTH,WEY,Weymouth Rail Station,,U,367960,79610,,,,
9100DUNBAR,DUNBAR,DUN,Dunbar Rail Station,,U,368080,678490,,,,
9100ATHERTN,ATHERTN,ATN,Atherton Rail Station,,U,368347,403716,,,,
9100BLKB,BLKB,BBN,Blackburn Rail Station,,U,368500,427900,,,,
9100RMSWILP,RMSWILP,RGW,Ramsgreave & Wilpshire Rail Station,,U,368590,431600,,,,
9100APBY,APBY,APP,Appleby Rail Station,,U,368640,520680,,,,
9100BRUTON,BRUTON,BRU,Bruton Rail Station,,U,368800,134800,,,,
9100DRCHW,DRCHW,DCW,Dorchester West Rail Station,,U,368850,90240,,,,
9100LSTG,LSTG,LTG,Lostock Gralam Rail Station,,U,369070,374620,,,,
9100DRCHS,DRCHS,DCH,Dorchester South Rail Station,,U,369223,90053,,,,
9100DARWEN,DARWEN,DWN,Darwen Rail Station,,U,369400,422500,,,,
9100GLAZBRK,GLAZBRK,GLZ,Glazebrook Rail Station,,U,369555,392495,,,,
9100OAKNGTS,OAKNGTS,OKN,Oakengates Rail Station,,U,369670,310730,,,,
9100YATE,YATE,YAE,Yate Rail Station,,U,370100,182500,,,,
9100TELFRDC,TELFRDC,TFC,Telford Central Rail Station,,U,370285,309359,,,,
9100HLTWHST,HLTWHST,HWH,Haltwhistle Rail Station,,U,370420,563790,,,,
9100LGHO,LGHO,LHO,Langho Rail Station,,U,370550,434375,,,,
9100TMPCMB,TMPCMB,TMC,Templecombe Rail Station,,U,370785,122540,,,,
9100LDBURY,LDBURY,LED,Ledbury Rail Station,,U,370890,238625,,,,
9100CREWE,CREWE,CRE,Crewe Rail Station,,U,371100,354800,,,,
